borrower_id,segment,gst_sentiment,call_sentiment,gst_delay_flag,call_stress_flag,unstructured_risk_score,gst_filing_notes,collection_call_notes,label_bankrupt
MSME02452,MSME,-0.296,0.9256,0,1,0.4352,Steady monthly turnover reported in GST filings; no anomalies for Nov. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GST return for May filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02453,MSME,0.0,0.6319,0,1,0.4052,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GST return for Oct filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02454,MSME,-0.6808,0.6319,0,1,0.5754,Steady monthly turnover reported in GST filings; no anomalies for Feb. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02455,MSME,-0.296,0.8255,0,0,0.3502,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Oct.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME02456,MSME,-0.296,0.0,0,0,0.474,Steady monthly turnover reported in GST filings; no anomalies for Jan. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02457,MSME,-0.4939,-0.5574,1,1,0.8071,Repeated late filing pattern observed for Aug; compliance risk noted. || Repeated late filing pattern observed for Jul; compliance risk noted.,Call escalated - borrower reported delay in receivables from customers. || Call escalated - borrower reported delay in receivables from customers.,0
MSME02458,MSME,-0.5267,0.9156,0,1,0.4943,Regular GST compliance maintained. No late filing flags in Jun. || Regular GST compliance maintained. No late filing flags in Feb.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.",0
MSME02459,MSME,-0.6808,0.8398,0,1,0.5442,Steady monthly turnover reported in GST filings; no anomalies for Jun. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in May.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02460,MSME,-0.296,-0.8057,1,1,0.7949,GST return for Apr filed after due date; ITC mismatch flagged. || Regular GST compliance maintained. No late filing flags in Oct.,Courtesy call completed. No stress indicators noted. || Call escalated - borrower reported delay in receivables from customers. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,0
MSME02461,MSME,-0.6808,0.8398,0,1,0.5442,Steady monthly turnover reported in GST filings; no anomalies for Sep. || Regular GST compliance maintained. No late filing flags in Jul. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || GST return for Sep filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02462,MSME,-0.5267,0.0,0,0,0.5317,GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jun. || Regular GST compliance maintained. No late filing flags in Sep.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02463,MSME,-0.6808,0.8525,0,1,0.5423,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in Jun. || Steady monthly turnover reported in GST filings; no anomalies for Dec.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02464,MSME,-0.5267,0.8525,0,1,0.5038,Regular GST compliance maintained. No late filing flags in Feb. || Regular GST compliance maintained. No late filing flags in Aug.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02465,MSME,-0.296,0.6319,0,1,0.4792,GST return for Aug filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02466,MSME,-0.5267,0.8398,0,1,0.5057,Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for May. || GST return for Sep filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02467,MSME,-0.5267,0.6319,0,1,0.5369,GST return for Dec filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for May. || Regular GST compliance maintained. No late filing flags in Nov.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02468,MSME,-0.6808,0.5903,0,0,0.4817,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || GST return for Sep filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb.,Courtesy call completed. No stress indicators noted.,0
MSME02469,MSME,-0.5106,0.6319,1,1,0.6329,Steady monthly turnover reported in GST filings; no anomalies for Aug. || Turnover declared in Mar filing dropped sharply versus prior period. || Repeated late filing pattern observed for Dec; compliance risk noted.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02470,MSME,-0.2263,0.8525,1,1,0.5287,"Nil/near-nil turnover reported in Mar GST return, inconsistent with loan ticket size. || GST return for May filed after due date; ITC mismatch flagged. || Turnover declared in Mar filing dropped sharply versus prior period. || GSTR-3B filing delayed by 26 days for Aug. Late fee applicable.","Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",1
MSME02471,MSME,0.0,0.6319,0,1,0.4052,GST return for Feb filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02472,MSME,-0.6808,0.9156,0,1,0.5329,Regular GST compliance maintained. No late filing flags in Sep. || GST return for Feb filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug. || Regular GST compliance maintained. No late filing flags in Apr.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.",0
MSME02473,MSME,-0.5267,0.5903,0,0,0.4431,GST return for Oct filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || Steady monthly turnover reported in GST filings; no anomalies for Aug.,Courtesy call completed. No stress indicators noted.,0
MSME02474,MSME,-0.6808,0.0,0,0,0.5702,Regular GST compliance maintained. No late filing flags in Jul. || Regular GST compliance maintained. No late filing flags in Nov. || Steady monthly turnover reported in GST filings; no anomalies for Sep.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02475,MSME,-0.2263,0.0,1,1,0.6566,GSTR-3B filing delayed by 41 days for Mar. Late fee applicable. || GST return for May filed after due date; ITC mismatch flagged.,Borrower unresponsive to last two collection calls.,0
MSME02476,MSME,-0.7783,0.5903,0,0,0.506,Regular GST compliance maintained. No late filing flags in Apr. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || Steady monthly turnover reported in GST filings; no anomalies for Nov. || Regular GST compliance maintained. No late filing flags in Jan.,Courtesy call completed. No stress indicators noted.,0
MSME02477,MSME,-0.296,0.8398,0,1,0.448,GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Dec. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02478,MSME,-0.296,0.0,0,0,0.474,Regular GST compliance maintained. No late filing flags in Jul. || GST return for Jan filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02479,MSME,-0.296,0.8525,0,1,0.4461,Regular GST compliance maintained. No late filing flags in Feb. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02480,MSME,0.0,0.8525,0,1,0.3721,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02481,MSME,0.0,0.8525,0,1,0.3721,GST return for Jan filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02482,MSME,-0.6808,0.8525,0,1,0.5423,Regular GST compliance maintained. No late filing flags in Feb. || Regular GST compliance maintained. No late filing flags in Jun. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in May.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02483,MSME,-0.5267,0.9209,0,1,0.4935,Regular GST compliance maintained. No late filing flags in Jan. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02484,MSME,0.0,0.5903,0,0,0.3115,GST return for Aug filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02485,MSME,-0.5267,0.6319,0,1,0.5369,Steady monthly turnover reported in GST filings; no anomalies for Feb. || Regular GST compliance maintained. No late filing flags in Oct. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02486,MSME,-0.5267,0.8525,0,1,0.5038,Steady monthly turnover reported in GST filings; no anomalies for Sep. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Oct.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02487,MSME,-0.7783,0.8398,0,1,0.5686,Regular GST compliance maintained. No late filing flags in Sep. || Regular GST compliance maintained. No late filing flags in Nov. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02488,MSME,0.0,0.9209,0,1,0.3619,GST return for Apr filed within due date. ITC claims reconciled. || GST return for Apr filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02489,MSME,-0.5267,0.6319,0,1,0.5369,GST return for Sep filed within due date. ITC claims reconciled. || GST return for Apr filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Apr. || Regular GST compliance maintained. No late filing flags in Oct.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02490,MSME,-0.296,0.8398,0,1,0.448,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02491,MSME,-0.6808,0.0,0,0,0.5702,Steady monthly turnover reported in GST filings; no anomalies for Jul. || Regular GST compliance maintained. No late filing flags in Oct. || Regular GST compliance maintained. No late filing flags in Jan.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02492,MSME,-0.6808,0.5903,0,0,0.4817,Steady monthly turnover reported in GST filings; no anomalies for Mar. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,Courtesy call completed. No stress indicators noted.,0
MSME02493,MSME,0.0,0.0,0,0,0.4,GST return for May filed within due date. ITC claims reconciled. || GST return for Feb filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || GST return for Mar filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02494,MSME,-0.296,0.0,0,0,0.474,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Sep.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02495,MSME,-0.6808,0.8525,0,1,0.5423,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Nov. || Regular GST compliance maintained. No late filing flags in Apr. || Steady monthly turnover reported in GST filings; no anomalies for Aug.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02496,MSME,-0.4588,-0.3182,1,1,0.7624,"GST return for Feb filed within due date. ITC claims reconciled. || Repeated late filing pattern observed for Mar; compliance risk noted. || Nil/near-nil turnover reported in Jul GST return, inconsistent with loan ticket size. || GSTR-3B filing delayed by 17 days for Jan. Late fee applicable.",Call escalated - borrower reported delay in receivables from customers.,1
MSME02497,MSME,-0.296,0.5903,0,0,0.3855,GST return for Apr filed within due date. ITC claims reconciled. || GST return for Nov filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug.,Courtesy call completed. No stress indicators noted.,0
MSME02498,MSME,-0.5267,0.9156,0,1,0.4943,Steady monthly turnover reported in GST filings; no anomalies for Nov. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02499,MSME,-0.7783,0.9256,0,1,0.5557,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || Steady monthly turnover reported in GST filings; no anomalies for Jun.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02500,MSME,-0.5267,0.8255,0,0,0.4078,Steady monthly turnover reported in GST filings; no anomalies for Dec. || Regular GST compliance maintained. No late filing flags in Sep. || GST return for Apr filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME02501,MSME,-0.296,0.6319,0,1,0.4792,Steady monthly turnover reported in GST filings; no anomalies for Mar. || GST return for Nov filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02502,MSME,-0.296,0.6319,0,1,0.4792,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02503,MSME,-0.4588,0.0,1,1,0.7147,"Repeated late filing pattern observed for Aug; compliance risk noted. || Nil/near-nil turnover reported in Feb GST return, inconsistent with loan ticket size. || GST return for Feb filed within due date. ITC claims reconciled. || GSTR-3B filing delayed by 10 days for Jan. Late fee applicable.",Borrower requested restructuring due to declining order book. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02504,MSME,-0.296,0.9099,0,0,0.3375,Regular GST compliance maintained. No late filing flags in Jan. || GST return for Jul filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME02505,MSME,-0.5267,0.8398,0,1,0.5057,Steady monthly turnover reported in GST filings; no anomalies for Jun. || Regular GST compliance maintained. No late filing flags in Sep. || GST return for Apr filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02506,MSME,-0.296,0.6319,0,1,0.4792,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Oct.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02507,MSME,-0.5267,0.9209,0,1,0.4935,GST return for Feb filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jul. || Steady monthly turnover reported in GST filings; no anomalies for Dec.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02508,MSME,-0.5267,0.5903,0,0,0.4431,Regular GST compliance maintained. No late filing flags in Jan. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Courtesy call completed. No stress indicators noted.,0
MSME02509,MSME,-0.5267,0.8398,0,1,0.5057,GST return for Jul filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Mar. || Steady monthly turnover reported in GST filings; no anomalies for May. || GST return for Sep filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02510,MSME,-0.5267,0.5903,0,0,0.4431,Regular GST compliance maintained. No late filing flags in Nov. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Dec.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME02511,MSME,-0.296,0.0,0,0,0.474,Steady monthly turnover reported in GST filings; no anomalies for May. || GST return for Jan filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02512,MSME,-0.7783,0.5903,0,0,0.506,Regular GST compliance maintained. No late filing flags in May. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || Regular GST compliance maintained. No late filing flags in Nov.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02513,MSME,-0.7783,0.0,0,0,0.5946,Regular GST compliance maintained. No late filing flags in Apr. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || Regular GST compliance maintained. No late filing flags in Nov. || Regular GST compliance maintained. No late filing flags in Jul.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02514,MSME,-0.2732,0.7343,1,1,0.5582,"Nil/near-nil turnover reported in Jan GST return, inconsistent with loan ticket size. || Repeated late filing pattern observed for Apr; compliance risk noted.","Borrower requested EMI deferment citing cash flow stress. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02515,MSME,-0.296,0.8398,0,1,0.448,Regular GST compliance maintained. No late filing flags in Nov. || GST return for Jun filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02516,MSME,-0.5267,0.5903,0,0,0.4431,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Oct. || GST return for Jan filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Dec.,Courtesy call completed. No stress indicators noted.,0
MSME02517,MSME,-0.5267,0.5903,0,0,0.4431,Steady monthly turnover reported in GST filings; no anomalies for Apr. || Regular GST compliance maintained. No late filing flags in Jul. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME02518,MSME,-0.296,0.6319,0,1,0.4792,Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME02519,MSME,-0.296,0.6319,0,1,0.4792,GST return for Aug filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jun. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02520,MSME,-0.5267,0.8398,0,1,0.5057,Regular GST compliance maintained. No late filing flags in Dec. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.",0
MSME02521,MSME,-0.296,0.5903,0,0,0.3855,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GST return for Dec filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02522,MSME,-0.296,0.9209,0,1,0.4359,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME02523,MSME,-0.296,0.3678,0,1,0.5188,Turnover declared in Aug filing dropped sharply versus prior period. || Regular GST compliance maintained. No late filing flags in Sep.,Call escalated - borrower reported delay in receivables from customers. || Field visit report notes shutdown/reduced operations at business premises. || Courtesy call completed. No stress indicators noted.,1
MSME02524,MSME,-0.5267,0.8525,0,1,0.5038,Steady monthly turnover reported in GST filings; no anomalies for Nov. || Regular GST compliance maintained. No late filing flags in Nov.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME02525,MSME,-0.296,0.8255,0,0,0.3502,Steady monthly turnover reported in GST filings; no anomalies for Jul. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME02526,MSME,-0.296,0.9099,0,0,0.3375,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for Jul filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Mar.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME02527,MSME,-0.296,0.8525,0,1,0.4461,GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || GST return for Aug filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Oct. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02528,MSME,-0.5267,0.5903,0,0,0.4431,Steady monthly turnover reported in GST filings; no anomalies for Mar. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || GST return for Jul filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME02529,MSME,-0.296,0.6319,0,1,0.4792,GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || GST return for Feb filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02530,MSME,-0.296,0.5903,0,0,0.3855,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GST return for Mar filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02531,MSME,0.0,0.8255,0,0,0.2762,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for Jan filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02532,MSME,-0.7783,0.5903,0,0,0.506,Regular GST compliance maintained. No late filing flags in Nov. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || Steady monthly turnover reported in GST filings; no anomalies for Jun.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME02533,MSME,0.0,0.8398,0,1,0.374,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME02534,MSME,-0.296,0.8525,0,1,0.4461,Steady monthly turnover reported in GST filings; no anomalies for Sep. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
