borrower_id,segment,gst_filing_notes,collection_call_notes,label_bankrupt
MSME04042,MSME,Regular GST compliance maintained. No late filing flags in Dec. || GSTR-3B filing delayed by 13 days for May. Late fee applicable. || GSTR-3B filing delayed by 37 days for Aug. Late fee applicable.,Borrower requested EMI deferment citing cash flow stress. || Borrower requested EMI deferment citing cash flow stress.,0
MSME04043,MSME,Regular GST compliance maintained. No late filing flags in Aug. || Regular GST compliance maintained. No late filing flags in Sep. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Aug.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04044,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04045,MSME,GST return for Dec filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Dec.,"Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04046,MSME,Turnover declared in Apr filing dropped sharply versus prior period. || GSTR-3B filing delayed by 15 days for Nov. Late fee applicable. || Steady monthly turnover reported in GST filings; no anomalies for May.,Borrower unresponsive to last two collection calls. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,0
MSME04047,MSME,Regular GST compliance maintained. No late filing flags in Mar. || Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04048,MSME,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GST return for Apr filed within due date. ITC claims reconciled. || GST return for Feb filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Oct.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04049,MSME,Regular GST compliance maintained. No late filing flags in Jun. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || Steady monthly turnover reported in GST filings; no anomalies for May.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04050,MSME,GST return for Jul filed within due date. ITC claims reconciled. || GST return for Oct filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04051,MSME,GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Feb. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME04052,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04053,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Sep.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04054,MSME,GST return for May filed within due date. ITC claims reconciled. || GST return for Aug filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04055,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || Steady monthly turnover reported in GST filings; no anomalies for Oct. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04056,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04057,MSME,Steady monthly turnover reported in GST filings; no anomalies for Apr. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME04058,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter. || GST return for Dec filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04059,MSME,GST return for Jan filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GST return for Sep filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04060,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in Apr. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04061,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Steady monthly turnover reported in GST filings; no anomalies for Mar. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME04062,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || Regular GST compliance maintained. No late filing flags in Sep. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04063,MSME,Regular GST compliance maintained. No late filing flags in Mar. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GST return for Mar filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04064,MSME,Regular GST compliance maintained. No late filing flags in Dec. || GST return for Sep filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04065,MSME,GST return for Feb filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb. || Regular GST compliance maintained. No late filing flags in May.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.",0
MSME04066,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04067,MSME,Regular GST compliance maintained. No late filing flags in May. || GST return for Jan filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04068,MSME,GST return for Feb filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Nov. || GST return for Feb filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04069,MSME,"GST return for Oct filed after due date; ITC mismatch flagged. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || Nil/near-nil turnover reported in Oct GST return, inconsistent with loan ticket size. || Nil/near-nil turnover reported in Aug GST return, inconsistent with loan ticket size.","Borrower requested restructuring due to declining order book. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04070,MSME,Regular GST compliance maintained. No late filing flags in Aug. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Mar.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04071,MSME,GSTR-3B filing delayed by 23 days for Feb. Late fee applicable. || GSTR-3B filing delayed by 9 days for Nov. Late fee applicable. || GST return for Aug filed after due date; ITC mismatch flagged.,Borrower unresponsive to last two collection calls.,1
MSME04072,MSME,GST return for Sep filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Mar. || Regular GST compliance maintained. No late filing flags in Mar.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04073,MSME,Regular GST compliance maintained. No late filing flags in Aug. || GST return for Sep filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04074,MSME,Regular GST compliance maintained. No late filing flags in May. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || GST return for Jan filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04075,MSME,Regular GST compliance maintained. No late filing flags in Feb. || Steady monthly turnover reported in GST filings; no anomalies for Feb. || Regular GST compliance maintained. No late filing flags in Dec. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,Courtesy call completed. No stress indicators noted.,0
MSME04076,MSME,GSTR-3B filing delayed by 31 days for Oct. Late fee applicable. || GSTR-3B filing delayed by 36 days for Feb. Late fee applicable.,"Borrower reachable, no dispute raised, account in good standing. || Field visit report notes shutdown/reduced operations at business premises. || Call escalated - borrower reported delay in receivables from customers.",0
MSME04077,MSME,GST return for Nov filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04078,MSME,Steady monthly turnover reported in GST filings; no anomalies for Apr. || GST return for Jan filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME04079,MSME,GST return for Jun filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04080,MSME,Regular GST compliance maintained. No late filing flags in Jun. || GST return for Jun filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME04081,MSME,GST return for Apr filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted.,0
MSME04082,MSME,Regular GST compliance maintained. No late filing flags in Nov. || GST return for Sep filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME04083,MSME,Regular GST compliance maintained. No late filing flags in Aug. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || GST return for Dec filed within due date. ITC claims reconciled.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04084,MSME,Turnover declared in May filing dropped sharply versus prior period. || GSTR-3B filing delayed by 32 days for Dec. Late fee applicable. || Repeated late filing pattern observed for Jul; compliance risk noted.,Borrower requested restructuring due to declining order book. || Call escalated - borrower reported delay in receivables from customers.,0
MSME04085,MSME,GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Dec.,Courtesy call completed. No stress indicators noted.,0
MSME04086,MSME,GST return for Jun filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Dec.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04087,MSME,GST return for Apr filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Apr. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04088,MSME,"Turnover declared in Oct filing dropped sharply versus prior period. || Nil/near-nil turnover reported in Jul GST return, inconsistent with loan ticket size.","Borrower requested EMI deferment citing cash flow stress. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04089,MSME,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Aug. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04090,MSME,Steady monthly turnover reported in GST filings; no anomalies for May. || GST return for Sep filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04091,MSME,GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Jun.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04092,MSME,GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Aug.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04093,MSME,GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GST return for Apr filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04094,MSME,GST return for Dec filed within due date. ITC claims reconciled. || GST return for May filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04095,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || GST return for May filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GST return for Jun filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04096,MSME,GST return for Feb filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || GSTR-3B filed on schedule for May. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04097,MSME,GST return for Nov filed after due date; ITC mismatch flagged. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GST return for Feb filed after due date; ITC mismatch flagged. || GST return for May filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted. || Borrower requested restructuring due to declining order book.,0
MSME04098,MSME,GST return for May filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled. || GST return for May filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04099,MSME,Repeated late filing pattern observed for Jan; compliance risk noted. || Repeated late filing pattern observed for Jun; compliance risk noted. || GST return for Sep filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,0
MSME04100,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || GST return for Jan filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Sep.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04101,MSME,Steady monthly turnover reported in GST filings; no anomalies for Aug. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME04102,MSME,GSTR-3B filing delayed by 40 days for Jun. Late fee applicable. || GSTR-3B filing delayed by 32 days for Feb. Late fee applicable. || GST return for Jun filed after due date; ITC mismatch flagged.,Borrower requested EMI deferment citing cash flow stress. || Borrower unresponsive to last two collection calls. || Borrower unresponsive to last two collection calls.,0
MSME04103,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GST return for Aug filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Courtesy call completed. No stress indicators noted.,0
MSME04104,MSME,Steady monthly turnover reported in GST filings; no anomalies for Nov. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter.,Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04105,MSME,Steady monthly turnover reported in GST filings; no anomalies for Aug. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04106,MSME,GST return for Sep filed within due date. ITC claims reconciled. || GST return for May filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04107,MSME,Regular GST compliance maintained. No late filing flags in Sep. || GST return for May filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Feb.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04108,MSME,Regular GST compliance maintained. No late filing flags in Nov. || GST return for May filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04109,MSME,Steady monthly turnover reported in GST filings; no anomalies for Oct. || GST return for Dec filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || GST return for Dec filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04110,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GST return for Oct filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled. || GST return for Sep filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04111,MSME,GST return for Nov filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Sep. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04112,MSME,Steady monthly turnover reported in GST filings; no anomalies for Nov. || GST return for Jul filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Oct. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,"Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04113,MSME,GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Sep.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04114,MSME,GST return for Aug filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME04115,MSME,GST return for Apr filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Mar.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04116,MSME,GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Oct. || GST return for Jan filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04117,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jun. || Regular GST compliance maintained. No late filing flags in Dec.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME04118,MSME,GST return for Jan filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for May. || Steady monthly turnover reported in GST filings; no anomalies for Aug.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04119,MSME,GST return for Jan filed after due date; ITC mismatch flagged. || GST return for Dec filed after due date; ITC mismatch flagged. || GSTR-3B filing delayed by 42 days for May. Late fee applicable.,Borrower unresponsive to last two collection calls. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,0
MSME04120,MSME,GST return for May filed within due date. ITC claims reconciled. || GST return for Dec filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04121,MSME,Steady monthly turnover reported in GST filings; no anomalies for Nov. || Steady monthly turnover reported in GST filings; no anomalies for Jul. || Regular GST compliance maintained. No late filing flags in Apr. || GST return for Jun filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME04122,MSME,GST return for Oct filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04123,MSME,Regular GST compliance maintained. No late filing flags in Mar. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || GST return for Oct filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Nov.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME04124,MSME,Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Apr.,"Borrower reachable, no dispute raised, account in good standing.",0
MSME04125,MSME,Regular GST compliance maintained. No late filing flags in Nov. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || GST return for Nov filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in May.,Courtesy call completed. No stress indicators noted.,0
MSME04126,MSME,GST return for Apr filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.",0
MSME04127,MSME,GST return for Sep filed within due date. ITC claims reconciled. || GST return for Mar filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04128,MSME,Regular GST compliance maintained. No late filing flags in Jul. || Steady monthly turnover reported in GST filings; no anomalies for Nov. || GST return for Oct filed within due date. ITC claims reconciled. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04129,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME04130,MSME,Regular GST compliance maintained. No late filing flags in Aug. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04131,MSME,GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Mar. || GST return for Aug filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Apr.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME04132,MSME,GST return for Oct filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME04133,MSME,GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Feb. || GST return for Oct filed within due date. ITC claims reconciled. || GST return for Jul filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04134,MSME,Steady monthly turnover reported in GST filings; no anomalies for Sep. || GSTR-3B filed on schedule for Oct. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for May. || GST return for Jun filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME04135,MSME,Regular GST compliance maintained. No late filing flags in Jan. || GSTR-3B filed on schedule for Apr. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jun. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,Courtesy call completed. No stress indicators noted.,0
MSME04136,MSME,GST return for Oct filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Apr.,Courtesy call completed. No stress indicators noted.,0
MSME04137,MSME,Regular GST compliance maintained. No late filing flags in May. || GST return for Sep filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Jul. || Steady monthly turnover reported in GST filings; no anomalies for Aug.,"Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
